Agent,Period,Job,PP,h_cum,h,c,w
2001,31,1,0,72166.66666666666,2166.666666666657,65331.782176198816,69481.3833467589
2001,32,0,1,74333.33333333333,2166.6666666666715,142189.10915349203,149710.38353716445
2001,33,5,1,76500.0,2166.6666666666715,45847.20497951585,71179.90323282444
2001,34,1,1,78666.66666666666,2166.666666666657,90440.55717137108,76825.09905530394
2001,35,0,1,80833.33333333333,2166.6666666666715,84002.86841737242,124920.27427205903
2001,36,6,1,83000.0,2166.6666666666715,81441.904719796,92171.69678844507
2001,37,1,1,85166.66666666666,2166.666666666657,83828.47277088271,95533.06024067987
2001,38,6,1,87333.33333333333,2166.6666666666715,82198.07288781845,93236.72237720908
2001,39,0,0,89500.0,2166.6666666666715,83474.79280347377,95034.91944151235
2001,40,1,1,91666.66666666666,2166.666666666657,84962.96511307481,97130.93677897862
2002,1,1,1,15833.333333333332,2166.666666666666,30574.26917593507,64239.51922481588
2002,2,0,1,18000.0,2166.666666666668,48093.746616182434,87794.00931856681
2002,3,5,0,20166.666666666664,2166.6666666666642,17273.826876279367,43264.84141210585
2002,4,5,1,22333.333333333332,2166.666666666668,24529.83078325074,52363.734980115936
2002,5,0,0,24500.0,2166.666666666668,53066.583627526816,63414.75825967454
2002,6,6,1,26666.666666666664,2166.6666666666642,38474.54451022776,70883.34660447204
2002,7,0,1,28833.333333333332,2166.666666666668,58851.73042024084,98462.7782049352
2002,8,1,1,31000.0,2166.666666666668,43490.58816597805,75706.5363345873
2002,9,4,1,33166.666666666664,2166.6666666666642,36611.755288290195,64897.20907913369
2002,10,1,1,35333.33333333333,2166.6666666666642,46763.63825587869,78074.8055494215
2002,11,6,0,37500.0,2166.6666666666715,35333.99663242465,60855.88851119851
2002,12,5,1,39666.666666666664,2166.6666666666642,36397.36917734384,61232.76607631828
2002,13,2,1,41833.33333333333,2166.6666666666642,39530.05621942247,64524.17110222591
2002,14,0,0,44000.0,2166.6666666666715,54935.38206338731,85100.98289135347
2002,15,0,0,46166.666666666664,2166.6666666666642,54985.04231703213,84050.09666594595
2002,16,1,1,48333.33333333333,2166.6666666666642,75616.59015127635,83967.02838207938
2002,17,1,1,50500.0,2166.6666666666715,75028.70466116934,83139.02064953429
2002,18,6,1,52666.666666666664,2166.6666666666642,75007.89564423455,83109.71217497825
2002,19,6,0,54833.33333333333,2166.6666666666642,60965.32636647497,63331.445586584465
2002,20,2,1,57000.0,2166.6666666666715,65194.54519772995,69288.09182778867
2002,21,0,1,59166.666666666664,2166.6666666666642,98624.67827543737,116372.78630343292
2002,22,0,1,61333.33333333333,2166.6666666666642,97656.05346852205,115008.52601200288
2002,23,6,0,63499.99999999999,2166.6666666666642,62934.01956024897,66104.25290175912
2002,24,0,1,65666.66666666666,2166.6666666666642,100611.137319186,119170.6159425155
2002,25,1,1,67833.33333333333,2166.6666666666715,80421.48801360119,90734.49016000167
2002,26,0,1,70000.0,2166.6666666666715,140750.8377868823,147684.64921799581
2002,27,3,1,72166.66666666666,2166.666666666657,60643.04928295236,92019.12056160824
2002,28,0,0,74333.33333333333,2166.6666666666715,81571.48979752423,92354.2109824285
2002,29,6,0,76500.0,2166.6666666666715,64307.08215312603,68038.1438776423
2002,30,0,1,78666.66666666666,2166.666666666657,104150.10398073924,124155.07602921019
2002,31,3,1,80833.33333333333,2166.6666666666715,83033.02571383856,94412.71227301208
2002,32,6,1,83000.0,2166.6666666666715,81441.904719796,92171.69678844507
2002,33,1,1,85166.66666666666,2166.666666666657,83828.47277088271,95533.06024067987
2002,34,0,0,87333.33333333333,2166.6666666666715,83221.00506544767,94677.47192316572
2002,35,1,0,89500.0,2166.6666666666715,66996.3513589592,71825.84698444958
2002,36,0,0,91666.66666666666,2166.666666666657,83723.28398814258,95384.90702555292
2002,37,1,1,93833.33333333333,2166.6666666666715,85326.83519059536,97643.42984590896
2002,38,5,1,96000.0,2166.6666666666715,69195.3805286506,74923.07116711352
2002,39,3,1,98166.66666666666,2166.666666666657,86034.90268507616,98640.70800714953
2002,40,3,1,100333.33333333333,2166.6666666666715,84986.01498114102,97163.40138188876
2003,1,1,0,7166.666666666666,2166.666666666666,18965.314645176513,46768.048796023264
2003,2,5,0,9333.333333333332,2166.666666666666,13310.494665347796,37682.68336854026
2003,3,2,0,11500.0,2166.666666666668,16323.672898296663,40805.76612806794
2003,4,1,0,13666.666666666666,2166.666666666666,25771.52518488175,52991.7700899002
2003,5,0,1,15833.333333333332,2166.666666666666,49291.18623650705,84997.22301657774
2003,6,1,1,18000.0,2166.666666666668,36849.779604952535,66353.28484018517
2003,7,2,1,20166.666666666664,2166.6666666666642,29037.072742311124,54228.64211296598
2003,8,3,1,22333.333333333332,2166.666666666668,41016.564025995984,69980.33480310782
2003,9,6,1,24500.0,2166.666666666668,41438.67769502197,69454.03085288488
2003,10,0,1,26666.666666666664,2166.6666666666642,61539.44106649172,96644.13493427305
2003,11,6,1,28833.333333333332,2166.666666666668,44992.12446965792,72217.22497579697
2003,12,6,0,31000.0,2166.666666666668,35593.794701498504,57859.31055066501
2003,13,1,1,33166.666666666664,2166.6666666666642,49924.787182851556,76922.97675864937
2003,14,5,1,35333.33333333333,2166.6666666666642,58316.50096234353,59600.70558076554
2003,15,0,1,37500.0,2166.6666666666715,90373.44995045688,104751.33795838998
2003,16,7,1,39666.666666666664,2166.6666666666642,54175.43060111224,53768.21211424259
2003,17,6,1,41833.33333333333,2166.6666666666642,71955.10039210274,78810.00055225739
2003,18,0,0,44000.0,2166.6666666666715,76421.69785286096,85100.98289135347
2003,19,1,1,46166.666666666664,2166.6666666666642,74989.46360021722,83083.75154960173
2003,20,0,1,48333.33333333333,2166.6666666666642,94880.48773905613,111099.27850571286
2003,21,0,1,50500.0,2166.6666666666715,94102.63892085507,110003.71678993672
2003,22,1,1,52666.666666666664,2166.6666666666642,76804.95360565755,85640.77972627824
2003,23,0,1,54833.33333333333,2166.6666666666642,97199.84426179736,114365.97783351742
2003,24,4,1,57000.0,2166.6666666666715,68236.56598162721,73572.62814313691
2003,25,1,1,59166.666666666664,2166.6666666666642,78446.3884835857,87952.6598360362
2003,26,3,1,61333.33333333333,2166.6666666666642,78961.02951736473,88677.50636248554
2003,27,1,1,63499.99999999999,2166.6666666666642,79461.17417701404,89381.93546058315
2003,28,1,1,65666.66666666666,2166.6666666666642,78681.47219865595,88283.7636600788
2003,29,0,1,67833.33333333333,2166.6666666666715,101237.99134593467,120053.50893793616
2003,30,1,0,70000.0,2166.6666666666715,65099.66997799469,69154.464757739
2003,31,3,1,72166.66666666666,2166.666666666657,81333.57559874185,92019.12056160824
2003,32,0,1,74333.33333333333,2166.6666666666715,103026.47149045313,122572.49505697624
2003,33,0,1,76500.0,2166.6666666666715,101860.18450187719,120929.8373265876
2003,34,0,0,78666.66666666666,2166.666666666657,80837.74167362694,91320.76292060134
2003,35,0,1,80833.33333333333,2166.6666666666715,102937.14784851769,122446.6871105883
2003,36,6,1,83000.0,2166.6666666666715,81441.904719796,92171.69678844507
2003,37,0,1,85166.66666666666,2166.666666666657,105745.87444847309,126402.64006827195
2003,38,0,1,87333.33333333333,2166.6666666666715,104468.92426159425,124604.11867830176
2003,39,4,1,89500.0,2166.6666666666715,73868.79036664566,81505.33854457135
2003,40,2,1,91666.66666666666,2166.666666666657,70793.39311060306,77173.79311352543
2004,1,0,0,18000.0,2166.666666666668,37987.640658495504,73560.05726548663
2004,2,3,1,20166.666666666664,2166.6666666666642,35014.8298199914,68252.16950184111
2004,3,1,0,22333.333333333332,2166.666666666668,28283.037181171436,57649.94117437043
2004,4,0,0,24500.0,2166.666666666668,43140.39048001567,77454.96064642684
2004,5,0,1,26666.666666666664,2166.6666666666642,56201.77941500886,94730.45284545353
2004,6,0,0,28833.333333333332,2166.666666666668,45096.12942301378,77967.86204872213
2004,7,0,1,31000.0,2166.666666666668,60246.8570001084,98186.08472958187
2004,8,0,1,33166.666666666664,2166.6666666666642,62162.76958486026,99763.72291418425
2004,9,2,1,35333.33333333333,2166.6666666666642,36169.785917203386,62033.05651792912
2004,10,1,1,37500.0,2166.6666666666715,49132.34953168424,79169.35812468504
2004,11,0,0,39666.666666666664,2166.6666666666642,53156.58680118965,83716.4676962642
2004,12,1,1,41833.33333333333,2166.6666666666642,52172.87110739291,81210.1223899529
2004,13,8,1,44000.0,2166.6666666666715,31770.71041296202,51353.85454753735
2004,14,1,1,46166.666666666664,2166.6666666666642,74989.46360021722,83083.75154960173
2004,15,0,1,48333.33333333333,2166.6666666666642,94880.48773905613,111099.27850571286
2004,16,1,1,50500.0,2166.6666666666715,76221.16359536853,84818.54027516696
2004,17,0,1,52666.666666666664,2166.6666666666642,96452.84685344003,113313.86880766202
2004,18,1,0,54833.33333333333,2166.6666666666642,63270.74794818991,66578.5182368872
2004,19,1,1,57000.0,2166.6666666666715,76690.23107998975,85479.19870421092
2004,20,4,1,59166.666666666664,2166.6666666666642,68683.82088711076,74202.56462973348
2004,21,0,1,61333.33333333333,2166.6666666666642,99305.61516988257,117331.8523519473
2004,22,0,0,63499.99999999999,2166.6666666666642,78723.91386384197,88343.54065329855
2004,23,0,0,65666.66666666666,2166.6666666666642,79051.39842628737,88804.78651589772
2004,24,7,1,67833.33333333333,2166.6666666666715,59183.01481096159,60821.14762107267
2004,25,0,1,70000.0,2166.6666666666715,101848.91449133825,120913.9640723074
2004,26,2,1,72166.66666666666,2166.666666666657,67909.72118489226,73112.28335900318
2004,27,1,1,74333.33333333333,2166.6666666666715,81773.19222874462,92638.29891372482
2004,28,2,1,76500.0,2166.6666666666715,68600.21523539361,74084.81019069522
2004,29,3,1,78666.66666666666,2166.666666666657,82622.41539627426,93834.38788207642
2004,30,0,1,80833.33333333333,2166.6666666666715,104693.39473316191,124920.27427205903
2004,31,6,1,83000.0,2166.6666666666715,81441.904719796,92171.69678844507
2004,32,1,1,85166.66666666666,2166.666666666657,83828.47277088271,95533.06024067987
2004,33,3,1,87333.33333333333,2166.6666666666715,84214.10434623773,96076.20330456019
2004,34,5,1,89500.0,2166.6666666666715,68361.84686021978,73749.08008481661
2004,35,1,0,91666.66666666666,2166.666666666657,67184.15695622696,72090.36191017882
2004,36,1,1,93833.33333333333,2166.6666666666715,83954.07187837767,95709.96039208124
2004,37,8,1,96000.0,2166.6666666666715,59552.69396049195,61341.82247956613
2004,38,1,1,98166.66666666666,2166.666666666657,86034.90268507616,98640.70800714953
2004,39,6,0,100333.33333333333,2166.6666666666715,66364.8878719624,70936.46179149635
2004,40,1,0,102500.0,2166.6666666666715,68068.957837567,73336.56033460141
2005,1,0,1,9333.333333333332,2166.666666666666,41301.64610687741,73744.34959456416
2005,2,0,0,11500.0,2166.666666666668,37030.56625059244,66607.91391855123
2005,3,1,0,13666.666666666666,2166.666666666666,28158.89360593442,52991.7700899002
2005,4,2,1,15833.333333333332,2166.666666666666,27569.250525059768,51040.456632775116
2005,5,6,1,18000.0,2166.666666666668,37844.81251516878,64392.248909429676
2005,6,3,1,20166.666666666664,2166.6666666666642,41381.14560946505,68252.16950184111
2005,7,0,1,22333.333333333332,2166.666666666668,59458.97248813856,92593.06725534717
2005,8,0,0,24500.0,2166.666666666668,48417.771473851084,75921.24966665456
2005,9,0,1,26666.666666666664,2166.6666666666642,62568.09520448251,94730.45284545353
2005,10,4,1,28833.333333333332,2166.666666666668,60575.67388195374,62782.63927035739
2005,11,4,1,31000.0,2166.666666666668,60450.41032198245,62606.21172110204
2005,12,1,0,33166.666666666664,2166.6666666666642,59658.25300061285,61490.497183961765
2005,13,1,1,35333.33333333333,2166.6666666666642,70335.46278094036,76528.82081822587
2005,14,0,0,37500.0,2166.6666666666715,74910.437184687,82972.4467389958
2005,15,1,1,39666.666666666664,2166.6666666666642,72951.05021382959,80212.74678004166
2005,16,1,1,41833.33333333333,2166.6666666666642,72517.45850025487,79602.05422571108
2005,17,1,1,44000.0,2166.6666666666715,73182.60185974266,80538.87585879248
2005,18,6,0,46166.666666666664,2166.6666666666642,60653.05388247458,62891.62518658392
2005,19,3,1,48333.33333333333,2166.6666666666642,75616.59015127635,83967.02838207938
2005,20,0,1,50500.0,2166.6666666666715,95680.41688668217,112225.93927701714
2005,21,0,1,52666.666666666664,2166.6666666666642,94859.77374949351,111070.10387252609
2005,22,2,0,54833.33333333333,2166.6666666666642,53558.1976603024,52898.86994408789
2005,23,4,0,57000.0,2166.6666666666715,56122.56916873635,56510.66080103712
2005,24,0,1,59166.666666666664,2166.6666666666642,136812.7467798211,142138.0421657969
2005,25,1,1,61333.33333333333,2166.6666666666642,58270.50320157524,88677.50636248554
2005,26,1,1,63499.99999999999,2166.6666666666642,78204.55873479809,87612.05455605366
2005,27,3,1,65666.66666666666,2166.6666666666642,79947.72193191861,90067.21398861776
2005,28,1,1,67833.33333333333,2166.6666666666715,80421.48801360119,90734.49016000167
2005,29,0,1,70000.0,2166.6666666666715,101848.91449133825,120913.9640723074
2005,30,3,1,72166.66666666666,2166.666666666657,81333.57559874185,92019.12056160824
2005,31,5,1,74333.33333333333,2166.6666666666715,66209.90622449973,70718.17778098554
2005,32,6,0,76500.0,2166.6666666666715,64307.08215312603,68038.1438776423
2005,33,2,1,78666.66666666666,2166.666666666657,68933.74771227535,74554.57424264133
2005,34,7,1,80833.33333333333,2166.6666666666715,60933.580882408525,63286.73363719511
2005,35,0,0,83000.0,2166.6666666666715,82696.51276535694,93938.75037374216
2005,36,5,1,85166.66666666666,2166.666666666657,67778.86524547747,72927.97921898236
2005,37,2,1,87333.33333333333,2166.6666666666715,70198.39806775477,76335.77192641517
2005,38,0,1,89500.0,2166.6666666666715,106756.32909158642,127825.8156219527
2005,39,6,0,91666.66666666666,2166.666666666657,65671.4365066163,69959.76972762859
2005,40,0,0,93833.33333333333,2166.6666666666715,83966.71345204118,95727.7654254101
2006,1,0,0,13666.666666666666,2166.666666666666,37929.01189933214,70114.99081447821
2006,2,0,1,15833.333333333332,2166.666666666666,48096.2152120185,83314.16523560796
2006,3,1,0,18000.0,2166.666666666668,29211.74903270392,55595.49530180684
2006,4,1,0,20166.666666666664,2166.6666666666642,29977.47761780215,55553.15602210827
2006,5,3,1,22333.333333333332,2166.666666666668,41016.564025995984,69980.33480310782
2006,6,1,1,24500.0,2166.666666666668,42940.46269500258,71569.22099370263
2006,7,0,1,26666.666666666664,2166.6666666666642,61539.44106649172,96644.13493427305
2006,8,6,1,28833.333333333332,2166.666666666668,44992.12446965792,72217.22497579697
2006,9,0,0,31000.0,2166.666666666668,51654.8086172392,80480.45691086317
2006,10,1,1,33166.666666666664,2166.6666666666642,49924.787182851556,76922.97675864937
2006,11,0,1,35333.33333333333,2166.6666666666642,89345.20299857038,103303.10281488787
2006,12,4,1,37500.0,2166.6666666666715,63422.60542164432,66792.40200231595
2006,13,4,1,39666.666666666664,2166.6666666666642,63096.19116199339,66332.66360844139
2006,14,3,1,41833.33333333333,2166.6666666666642,73659.18689686657,81210.1223899529
2006,15,7,1,44000.0,2166.6666666666715,55104.97469023274,55077.42914117287
2006,16,0,1,46166.666666666664,2166.6666666666642,94050.71790324143,109930.5885961147
2006,17,0,0,48333.33333333333,2166.6666666666642,76107.39996288429,84658.30980687929
2006,18,1,0,50500.0,2166.6666666666715,62665.84254255221,65726.53879232706
2006,19,3,1,52666.666666666664,2166.6666666666642,76804.95360565755,85640.77972627824
2006,20,4,1,54833.33333333333,2166.6666666666642,67775.30660862566,72922.96705440232
2006,21,0,0,57000.0,2166.6666666666715,78924.71414050132,88626.35794436806
2006,22,0,1,59166.666666666664,2166.6666666666642,102202.59433374586,93391.34857977547
2006,23,3,1,61333.33333333333,2166.6666666666642,58270.50320157524,88677.50636248554
2006,24,5,1,63499.99999999999,2166.6666666666642,64444.95905327195,68232.33669474923
2006,25,1,0,65666.66666666666,2166.6666666666642,64615.88074372138,68473.07147003012
2006,26,0,1,67833.33333333333,2166.6666666666715,101237.99134593467,120053.50893793616
2006,27,4,1,70000.0,2166.6666666666715,70739.68466584772,77098.14741668693
2006,28,2,1,72166.66666666666,2166.666666666657,67909.72118489226,73112.28335900318
2006,29,0,1,74333.33333333333,2166.6666666666715,103026.47149045313,122572.49505697624
2006,30,0,1,76500.0,2166.6666666666715,101860.18450187719,120929.8373265876
2006,31,1,1,78666.66666666666,2166.666666666657,82622.41539627426,93834.38788207642
2006,32,1,1,80833.33333333333,2166.6666666666715,81705.68287244221,92543.21531329889
2006,33,0,1,83000.0,2166.6666666666715,105225.13641161485,125669.20621354204
2006,34,4,0,85166.66666666666,2166.666666666657,58696.64505850767,60136.11980071502
2006,35,1,1,87333.33333333333,2166.6666666666715,84214.10434623773,96076.20330456019
2006,36,3,1,89500.0,2166.6666666666715,84592.1579616262,96608.67318538902
2006,37,0,1,91666.66666666666,2166.666666666657,147344.0194606671,156970.82058952368
2006,38,3,1,93833.33333333333,2166.6666666666715,64636.308874805865,97643.42984590896
2006,39,3,1,96000.0,2166.6666666666715,84304.22064916356,96203.12767487825
2006,40,5,1,98166.66666666666,2166.666666666657,69463.20859766418,75300.29379952702
2007,1,0,1,15833.333333333332,2166.666666666666,47699.60728913862,84997.22301657774
2007,2,7,1,18000.0,2166.666666666668,19726.703654621655,44477.936948688795
2007,3,1,0,20166.666666666664,2166.6666666666642,29182.694888430742,56675.40421647027
2007,4,0,1,22333.333333333332,2166.666666666668,55480.02511971755,92593.06725534717
2007,5,1,1,24500.0,2166.666666666668,41348.88374763415,71569.22099370263
2007,6,0,0,26666.666666666664,2166.6666666666642,47092.670724933996,78538.23156217544
2007,7,1,1,28833.333333333332,2166.666666666668,44962.078292627986,74416.5669058511
2007,8,1,1,31000.0,2166.666666666668,45609.3922609845,74207.44647581218
2007,9,1,1,33166.666666666664,2166.6666666666642,47251.75257044258,75399.79976563451
2007,10,3,1,35333.33333333333,2166.6666666666642,49946.796150615606,78074.8055494215
2007,11,0,1,37500.0,2166.6666666666715,69682.92363466739,104751.33795838998
2007,12,2,1,39666.666666666664,2166.6666666666642,61249.52309274227,63731.72266583418
2007,13,0,1,41833.33333333333,2166.6666666666642,92290.5891383802,107451.5339977186
2007,14,0,1,44000.0,2166.6666666666715,91660.00526764775,106563.38770091234
2007,15,6,1,46166.666666666664,2166.6666666666642,73246.06147725304,80628.25560176485
2007,16,0,1,48333.33333333333,2166.6666666666642,94880.48773905613,111099.27850571286
2007,17,0,1,50500.0,2166.6666666666715,99839.7692231547,90063.425888802
2007,18,3,1,52666.666666666664,2166.6666666666642,56114.42728986805,85640.77972627824
2007,19,0,1,54833.33333333333,2166.6666666666642,97199.84426179736,114365.97783351742
2007,20,1,0,57000.0,2166.6666666666715,63557.47588314003,66982.36039878878
2007,21,3,0,59166.666666666664,2166.6666666666642,63834.7300661818,67372.85924814339
2007,22,1,1,61333.33333333333,2166.6666666666642,78961.02951736473,88677.50636248554
2007,23,1,1,63499.99999999999,2166.6666666666642,78204.55873479809,87612.05455605366
2007,24,5,1,65666.66666666666,2166.6666666666642,64816.379632381744,68755.4642709602
2007,25,3,0,67833.33333333333,2166.6666666666715,64861.16806604807,68818.5465718987
2007,26,2,1,70000.0,2166.6666666666715,67551.8935978809,72608.30084208578
2007,27,3,0,72166.66666666666,2166.666666666657,65331.782176198816,69481.3833467589
2007,28,2,1,74333.33333333333,2166.6666666666715,68259.01136964883,73604.24136570258
2007,29,1,1,76500.0,2166.6666666666715,82202.63141755908,93243.14284163252
2007,30,0,0,78666.66666666666,2166.666666666657,82147.55093974281,93165.56470386311
2007,31,4,1,80833.33333333333,2166.6666666666715,72553.40534476639,79652.68358417801
2007,32,0,1,83000.0,2166.6666666666715,105225.13641161485,125669.20621354204
2007,33,3,1,85166.66666666666,2166.666666666657,91427.9934339395,78215.85435469609
2007,34,3,1,87333.33333333333,2166.6666666666715,62172.84826520133,94173.76701548004
2007,35,3,1,89500.0,2166.6666666666715,83233.94223323342,94695.69328624426
2007,36,4,1,91666.66666666666,2166.666666666657,74181.62731406507,81945.95396347194
2007,37,1,1,93833.33333333333,2166.6666666666715,85326.83519059536,97643.42984590896
2007,38,0,1,96000.0,2166.6666666666715,108201.05383788819,129860.63920829323
2007,39,7,1,98166.66666666666,2166.666666666657,62945.799191961756,66120.8439323405
2007,40,1,1,100333.33333333333,2166.6666666666715,86379.62492686589,99126.2322913604
2008,1,0,0,15833.333333333332,2166.666666666666,36847.41691825279,71954.10833556732
2008,2,1,0,18000.0,2166.666666666668,26028.591137967065,55595.49530180684
2008,3,2,1,20166.666666666664,2166.6666666666642,25853.91484757427,54228.64211296598
2008,4,3,0,22333.333333333332,2166.666666666668,29078.82665485562,57649.94117437043
2008,5,0,0,24500.0,2166.666666666668,43936.17995369991,77454.96064642684
2008,6,6,1,26666.666666666664,2166.6666666666642,40066.123457596215,70883.34660447204
2008,7,2,1,28833.333333333332,2166.666666666668,32514.525564747004,59126.46298963623
2008,8,0,1,31000.0,2166.666666666668,62450.92471709041,100169.57521309996
2008,9,3,1,33166.666666666664,2166.6666666666642,46741.62928811476,76922.97675864937
2008,10,6,1,35333.33333333333,2166.6666666666642,46716.9211561119,75767.34632810428
2008,11,5,1,37500.0,2166.6666666666715,36627.64258310076,60436.26457219533
2008,12,0,1,39666.666666666664,2166.6666666666642,69867.31659237058,106131.87659414682
2008,13,1,1,41833.33333333333,2166.6666666666642,52968.66058107706,81210.1223899529
2008,14,0,1,44000.0,2166.6666666666715,99091.2854373914,89009.22337364242
2008,15,1,1,46166.666666666664,2166.6666666666642,54298.93728442773,83083.75154960173
2008,16,4,1,48333.33333333333,2166.6666666666642,66296.41959607825,70840.02760011022
2008,17,6,1,50500.0,2166.6666666666715,74441.35923621958,82311.77357214024
2008,18,1,1,52666.666666666664,2166.6666666666642,76804.95360565755,85640.77972627824
2008,19,6,1,54833.33333333333,2166.6666666666642,75555.77861970157,83881.37833760785
2008,20,1,1,57000.0,2166.6666666666715,77916.25507433899,87205.99306244928
2008,21,1,1,59166.666666666664,2166.6666666666642,77209.86714440897,86211.08048508306
2008,22,0,1,61333.33333333333,2166.6666666666642,99305.61516988257,117331.8523519473
2008,23,4,1,63499.99999999999,2166.6666666666642,69539.9598730416,75408.39418738255
2008,24,1,1,65666.66666666666,2166.6666666666642,79947.72193191861,90067.21398861776
2008,25,4,0,67833.33333333333,2166.6666666666715,57222.448395127605,58059.78647201071
2008,26,4,1,70000.0,2166.6666666666715,69655.7662866941,75571.5018122452
2008,27,3,1,72166.66666666666,2166.666666666657,81333.57559874185,92019.12056160824
2008,28,0,1,74333.33333333333,2166.6666666666715,142189.10915349203,149710.38353716445
2008,29,6,0,76500.0,2166.6666666666715,43616.555837336535,68038.1438776423
2008,30,3,1,78666.66666666666,2166.666666666657,82622.41539627426,93834.38788207642
2008,31,6,1,80833.33333333333,2166.6666666666715,81051.9004042371,91622.3949355452
2008,32,0,1,83000.0,2166.6666666666715,105225.13641161485,125669.20621354204
2008,33,0,1,85166.66666666666,2166.666666666657,103968.78706914799,123899.70009739154
2008,34,3,0,87333.33333333333,2166.6666666666715,66804.54271277825,71555.6939616595
2008,35,2,1,89500.0,2166.6666666666715,70498.77436872869,76758.83713905449
2008,36,0,1,91666.66666666666,2166.666666666657,107246.955088296,128516.83815252958
2008,37,2,1,93833.33333333333,2166.6666666666715,71082.50011413872,77580.98607625172
2008,38,6,1,96000.0,2166.6666666666715,83624.582298071,95245.89056066339
2008,39,6,1,98166.66666666666,2166.666666666657,82619.26017608859,93829.94390998392
2008,40,1,0,100333.33333333333,2166.6666666666715,67898.72705972404,73096.79867566765
2009,1,0,0,7166.666666666666,2166.666666666666,28899.15226139372,61880.19962687031
2009,2,0,0,9333.333333333332,2166.666666666666,31214.43305768171,64020.32825025593
2009,3,6,0,11500.0,2166.666666666668,21942.384935023576,49840.27529766107
2009,4,4,1,13666.666666666666,2166.666666666666,24397.322942958242,52177.10421914059
2009,5,1,0,15833.333333333332,2166.666666666666,26758.407520838264,54381.74521096571
2009,6,3,1,18000.0,2166.666666666668,36053.99013126832,66353.28484018517
2009,7,0,0,20166.666666666664,2166.6666666666642,42981.07839943258,74988.91694508665
2009,8,3,0,22333.333333333332,2166.666666666668,31466.19507590829,57649.94117437043
2009,9,0,0,24500.0,2166.666666666668,46323.54837475249,77454.96064642684
2009,10,1,1,26666.666666666664,2166.6666666666642,43986.18257164132,73042.06589037692
2009,11,3,1,28833.333333333332,2166.666666666668,45757.86776631214,74416.5669058511
2009,12,3,1,31000.0,2166.666666666668,46405.18173466872,74207.44647581218
2009,13,3,1,33166.666666666664,2166.6666666666642,48047.54204412685,75399.79976563451
2009,14,1,1,35333.33333333333,2166.6666666666642,82910.36634334219,95360.78284088227
2009,15,1,1,37500.0,2166.6666666666715,50406.680542468726,77601.6998003637
2009,16,6,1,39666.666666666664,2166.6666666666642,71267.89231090766,77842.10184634883
2009,17,0,1,41833.33333333333,2166.6666666666642,92290.5891383802,107451.5339977186
2009,18,0,0,44000.0,2166.6666666666715,75225.26807431596,83415.87052720558
2009,19,5,1,46166.666666666664,2166.6666666666642,61031.34689433605,63424.432245543736
2009,20,2,1,48333.33333333333,2166.6666666666642,63367.38414185837,66714.6255519132
2009,21,0,0,50500.0,2166.6666666666715,77744.96748589556,86964.74293788108
2009,22,6,1,52666.666666666664,2166.6666666666642,75007.89564423455,83109.71217497825
